Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
1155,Sales,43,76133,6,38.209834272671515,58,No
1156,IT,27,61710,4,39.19843245746728,74,No
1157,Finance,33,78626,8,35.59795074508908,55,No
1158,Marketing,57,87957,4,49.897537670545574,88,No
1159,IT,36,76704,4,34.56325138317205,67,No
1160,Sales,49,79983,12,38.65389930306743,66,No
1161,Sales,39,67423,3,29.79134764715542,64,No
1162,IT,23,84895,4,34.21773497604452,95,No
1163,Marketing,34,61289,4,33.49284097531793,90,Yes
1164,IT,36,75078,4,37.309642589563914,75,No
1165,Sales,41,108542,3,38.75552838494945,68,No
1166,HR,50,78083,3,37.89081507032071,99,No
1167,Finance,50,63689,6,37.26482872378269,80,No
1168,Sales,24,63650,6,41.071265880089044,71,No
1169,IT,40,68929,5,41.45483185607735,68,No
1170,Finance,24,82768,6,28.091582839971345,84,No
1171,IT,35,72186,4,45.28818817290992,72,No
1172,IT,25,60272,6,41.30618596330106,58,No
1173,HR,32,60245,5,30.203845478818543,77,No
1174,Finance,52,72280,4,44.49325197879079,77,No
1175,Finance,53,70635,3,45.09852585543541,75,No
1176,HR,48,76824,3,30.057278101666668,81,No
1177,Sales,51,83762,5,38.43865136947443,71,No
1178,IT,23,110910,2,41.3188117276338,75,No
1179,Marketing,30,48069,3,45.348927122316944,74,No
1180,IT,49,80302,3,42.4569993795024,58,No
1181,IT,52,71474,3,37.184475014443535,83,Yes
1182,Sales,55,42331,8,34.58734298034899,81,Yes
1183,IT,36,88742,3,32.60704663568733,86,No
1184,HR,46,76317,4,35.35883185364802,62,No
1185,HR,57,81997,9,42.688827622473774,69,No
1186,Finance,29,44508,5,44.60487605460923,88,No
1187,Marketing,30,66693,5,38.11376083228653,68,No
1188,IT,58,53812,4,45.4820779230791,96,No
1189,IT,53,102446,4,42.03907308642659,56,Yes
1190,Sales,38,87168,1,52.64047201132494,68,No
1191,HR,56,59785,2,30.837559088253737,69,No
1192,Marketing,58,46950,7,38.90717312766928,84,Yes
1193,Finance,40,72910,4,41.06101298647312,94,No
1194,HR,50,86386,5,49.238012734413616,78,No
1195,Finance,28,43974,6,32.726213898392665,43,No
1196,Sales,49,56023,6,35.16991313892843,74,No
1197,Sales,30,53416,6,40.27519267611462,76,No
1198,IT,49,83004,5,33.88389818266724,79,No
1199,Marketing,27,64452,7,38.75749673861938,74,Yes
1200,Finance,50,65080,7,31.82280647745951,90,Yes
1201,HR,38,72619,5,45.976102444839086,64,No
1202,Sales,37,56825,3,48.39579894540448,62,No
1203,IT,44,48344,10,48.57653345823583,67,No
1204,IT,52,90545,3,40.76629029396205,100,Yes
1205,Finance,24,91937,8,40.87628705711204,72,No
1206,Sales,42,72693,4,39.93893877281985,88,No
1207,Marketing,47,73782,3,44.305131689233804,88,No
1208,Sales,57,88915,7,46.30684677209175,54,No
1209,Finance,58,72349,5,43.56661316116832,74,No
1210,Finance,43,63713,7,41.21290902089693,88,No
1211,Sales,33,70590,10,43.52711104878169,100,Yes
1212,Finance,34,90897,2,39.94745758135541,87,No
1213,Sales,32,70799,6,33.293147426668675,70,No
1214,HR,37,59959,3,37.042340204455826,92,No
1215,Sales,29,72205,6,41.06477025874605,69,No
1216,Sales,23,79843,5,35.64808159523802,61,No
1217,Finance,51,78043,3,35.30133866361287,83,No
1218,Finance,51,78292,6,43.090845715207664,57,No
1219,IT,33,57599,4,43.40246832101985,67,No
1220,IT,31,81551,6,41.478402916940674,92,Yes
1221,HR,32,70426,3,37.51132475739238,83,No
1222,IT,36,59323,3,38.311779662372835,64,No
1223,Sales,37,81432,5,43.5002154091316,76,No
1224,Finance,38,63195,7,35.491723973804014,73,No
1225,IT,47,46385,4,32.725514103168344,85,No
1226,IT,23,54990,9,42.53597912936445,79,No
1227,HR,33,67275,3,39.40300063669909,76,No
1228,HR,47,78674,8,46.53608038850745,74,No
1229,Sales,44,57038,4,34.67368825587384,61,No
1230,Finance,39,66390,5,45.37343073534686,91,Yes
1231,HR,53,51750,8,37.08105914346153,80,Yes
1232,IT,59,84730,5,43.91044932507298,71,No
1233,Finance,24,95759,5,33.558031638352766,71,No
1234,Finance,59,94139,4,31.974294504584698,73,Yes
1235,IT,24,84474,5,41.75457565390501,65,No
1236,HR,51,82937,6,38.624096171874406,68,No
1237,IT,22,38921,5,40.796699199961225,86,Yes
1238,Finance,51,72657,6,35.12215289728682,56,No
1239,Marketing,53,62558,7,41.64039501489325,97,Yes
1240,Marketing,49,83206,4,46.36959213084755,75,No
1241,Sales,42,31936,6,45.483325597242846,65,No
1242,IT,34,72894,3,36.62638775245983,70,Yes
1243,IT,48,66783,4,33.71861505841592,80,No
1244,Sales,57,86776,7,39.98466666429708,69,No
1245,Sales,28,93219,6,44.23741159906254,82,Yes
1246,Sales,43,56067,2,31.55941683396971,62,No
1247,Finance,31,56744,7,43.047022177326255,65,No
1248,IT,36,73457,8,50.051413703863076,77,Yes
1249,Finance,36,96006,3,43.19822589340763,67,Yes
1250,Sales,25,70902,7,32.222455548218946,98,Yes
1251,IT,53,50812,6,34.3362883047615,84,Yes
1252,Finance,44,60911,9,36.55027657741154,81,Yes
1253,Finance,27,73039,5,39.27489140112844,76,No
1254,Sales,45,73603,6,41.745058069031074,70,No
1255,IT,41,59438,4,43.6022696361123,71,No
1256,Sales,58,60613,4,38.507624538654696,64,No
1257,IT,41,55276,6,41.280141883868474,77,No
1258,Marketing,33,87117,4,34.5930093325953,60,No
1259,HR,54,57478,5,36.47004393283409,92,Yes
1260,HR,49,63028,2,44.42480398210058,75,No
1261,HR,29,62601,4,42.26071403150487,91,No
1262,Sales,22,45910,5,42.884746255497824,85,No
1263,Marketing,58,57048,6,34.80347240765865,74,No
1264,IT,43,88422,5,39.81047589935067,80,No
1265,Finance,27,51860,8,40.4267214525505,69,No
1266,IT,42,55545,2,41.6147826467306,73,No
1267,Finance,53,50011,3,45.086311968795,65,No
1268,IT,56,68640,6,40.22562695935197,94,Yes
1269,Marketing,36,98282,6,47.95166438568293,77,No
1270,Finance,26,68009,6,30.173856832812483,85,Yes
1271,Sales,27,71001,3,38.458570599648915,69,No
1272,IT,46,58068,7,45.16191335265412,93,No
1273,IT,50,69075,7,36.26795472934283,66,No
1274,Finance,28,88435,3,44.16865588491903,73,No
1275,Sales,34,72143,4,40.48940474525391,69,No
1276,Sales,59,101976,2,49.49111025896302,78,No
1277,Marketing,39,88892,7,39.24416575928768,66,No
1278,Sales,23,68705,7,39.30417552636482,82,Yes
1279,Sales,29,68413,7,49.00595413416012,78,No
1280,Sales,32,94463,5,38.19272804638653,73,No
1281,HR,54,72059,6,45.28125944475215,62,No
1282,Marketing,59,91133,5,41.537903645279016,74,No
1283,IT,48,100043,3,45.43584374007803,73,No
1284,Finance,41,66936,3,38.254631881961515,85,No
1285,IT,33,75279,8,39.46735235516556,71,No
1286,Marketing,52,84700,6,38.162375660995494,63,No
1287,Finance,48,81512,10,30.130743748532375,53,No
1288,Marketing,53,81407,7,38.67468590930623,88,Yes
1289,Sales,31,49997,10,56.01000678546923,72,No
1290,Finance,24,57273,5,36.338317858578286,78,No
1291,Sales,48,62570,6,40.72983405737185,68,No
1292,IT,56,88216,5,45.9558268245122,67,No
1293,IT,52,51469,4,42.60762570374268,73,No
1294,Finance,36,92848,5,39.61216031153222,64,No
1295,Finance,37,81697,6,35.528809551266065,70,No
1296,Marketing,34,87313,3,47.21173442045746,83,No
1297,Marketing,56,56057,5,45.5431008884184,83,Yes
1298,Sales,32,71084,3,47.092699862734115,68,No
1299,Finance,42,74484,2,46.5926843863252,72,No
1300,IT,32,73824,6,32.862396311818124,51,No
1301,Marketing,51,74434,5,38.2409868990617,54,No
1302,Marketing,56,65852,5,41.55485569620571,68,Yes
1303,IT,43,72028,7,35.24408012274669,75,No
1304,Marketing,59,85503,7,36.8491867346942,59,No
1305,Sales,52,52502,8,43.202880320653335,83,Yes
1306,Finance,35,93205,3,42.99673937678676,85,No
1307,IT,45,84728,9,48.80439267538473,64,No
1308,Finance,53,55521,5,36.39381770036843,64,No
1309,Marketing,57,75757,6,35.34989116570616,79,No
1310,Marketing,53,83522,2,50.490723330910185,95,No
1311,IT,36,51470,8,38.7713641879083,69,No
1312,Sales,56,70629,4,30.499166520518827,86,No
1313,HR,24,68822,3,41.998249474598154,74,No
1314,IT,37,60316,7,34.624983003453,75,No
1315,HR,26,71385,8,38.06861598571859,72,No
1316,HR,42,60995,10,32.91178482852638,86,Yes
1317,Sales,31,90614,4,45.55736925593319,98,No
1318,HR,40,60600,4,42.04105327167453,85,No
1319,HR,46,81879,3,33.55156481474246,60,Yes
1320,Sales,25,45169,6,40.99174090780967,71,No
1321,HR,50,67572,10,43.35548024018698,51,No
1322,HR,40,70184,7,38.94172025315515,99,Yes
1323,HR,23,67085,3,48.27690229925794,79,No
1324,IT,31,64055,8,45.20745346887588,65,No
1325,IT,46,59987,4,37.59094245424597,78,Yes
1326,IT,41,81318,6,38.86648271819267,97,No
1327,Sales,40,84991,7,33.816901950513234,64,No
1328,Marketing,44,68767,1,31.51685797700027,68,No
1329,HR,45,53550,4,35.648241449284434,60,Yes
1330,HR,32,96909,9,36.48622889064346,81,Yes
1331,Sales,55,56803,5,46.63237189283187,73,No
1332,HR,49,48108,2,33.12622682532304,49,No
1333,IT,26,39810,8,40.4867489805315,79,No
1334,Marketing,26,71491,4,41.07256067880952,86,No
1335,Finance,42,66738,9,36.46437531995164,68,No
1336,HR,33,85464,4,45.09748940333247,74,Yes
1337,IT,25,79166,4,38.4371527751639,72,No
1338,Finance,41,74353,5,37.03671273169509,83,Yes
1339,Marketing,59,65929,5,48.21161672336262,55,No
1340,Finance,46,86649,3,35.790179915275026,67,No
1341,IT,35,98010,8,43.89239494001974,71,No
1342,Finance,32,85134,5,37.161222566033,84,Yes
1343,Sales,53,63047,4,33.92404723031848,75,No
1344,Finance,32,81723,5,38.34785409929003,59,No
1345,HR,39,63968,4,51.77876754589007,68,No
1346,HR,48,53423,6,32.78104689659835,90,No
1347,Sales,39,56514,3,36.49796777332545,59,No
1348,IT,44,64627,5,46.14544717935175,87,Yes
1349,HR,32,71559,8,35.30091584993814,86,No
1350,Marketing,42,100908,7,36.99038642178702,89,No
1351,HR,26,56774,4,40.673339699635115,88,No
1352,HR,44,89852,7,38.87571566750827,91,Yes
1353,IT,46,65241,5,42.54430151789776,53,No
1354,Finance,31,39754,4,38.686283279987194,90,No
1355,HR,43,62414,3,40.02888338157731,80,No
1356,Sales,40,87650,6,39.34634349044821,68,No
1357,Finance,22,75170,2,35.91196469383554,60,No
1358,Marketing,28,76066,5,30.749201576782774,75,No
1359,IT,25,89927,5,49.60944724720042,100,Yes
1360,Marketing,22,54454,4,35.8575482890406,81,No
1361,Finance,36,54223,8,36.15665406396545,69,No
1362,Finance,33,36044,2,40.99197830840686,100,No
1363,Finance,43,83156,6,34.827923636736195,82,No
1364,Marketing,43,78437,4,44.57870388338521,83,Yes
1365,Finance,38,80859,6,41.273051736164355,78,No
1366,Marketing,50,52254,2,38.64382441208754,81,No
1367,Finance,35,45936,5,37.501620709978894,45,No
1368,Sales,41,50205,3,33.99770912766811,76,No
1369,Finance,54,56161,7,41.56665720621633,84,No
1370,Marketing,36,93309,3,40.680988853528504,93,No
1371,HR,33,85001,4,36.769951685081836,100,No
1372,Finance,41,63126,4,42.620440389501844,88,No
1373,HR,51,74488,6,47.9026463094006,77,No
1374,Sales,59,59824,6,40.073496742460286,75,No
1375,IT,24,75464,8,38.76381505813997,66,No
1376,Sales,49,52928,5,35.19682445034266,81,Yes
1377,Finance,47,81253,2,39.2045211164316,98,Yes
1378,HR,51,57254,9,37.90300567863557,70,No
1379,HR,34,82088,4,34.767313237775475,77,No
1380,Marketing,34,63588,7,42.25622698516691,66,No
1381,HR,23,58148,3,41.3669907104626,87,No
1382,Marketing,58,94194,8,40.38197830527139,89,Yes
1383,IT,59,72654,2,38.188937843946405,66,No
1384,Finance,23,65167,2,44.607187660981076,82,No
1385,Marketing,57,81372,5,31.24847853089973,43,No
1386,IT,47,49900,2,31.4844704496993,71,No
1387,HR,32,86602,9,41.12741080736373,90,Yes
1388,HR,29,67908,7,46.3219172687293,69,No
1389,IT,43,79011,5,40.60260299927103,59,No
1390,HR,41,46781,3,40.63549439008427,83,Yes
1391,IT,29,64263,4,34.763940391729456,73,No
1392,Marketing,50,70068,6,29.27763134985805,77,No
1393,Marketing,47,85454,5,35.12682920987033,79,No
1394,IT,51,80206,2,43.221404651364566,85,Yes
1395,Marketing,38,64112,5,32.137445870495746,87,Yes
1396,Marketing,41,74769,6,35.740738693481234,79,No
1397,Marketing,37,88848,5,32.1691114557877,89,Yes
1398,Sales,28,67000,6,35.47394204925144,74,Yes
1399,Finance,37,65367,6,45.69977378722579,78,No
1400,HR,48,41654,2,36.97037154700448,75,No
1401,Sales,44,65813,4,44.571806059389864,60,No
1402,Marketing,45,43905,6,37.09485127952719,92,Yes
1403,IT,30,68284,2,47.20604399636939,75,No
1404,Marketing,56,84822,4,41.74526415620196,94,Yes
1405,Finance,41,38205,3,37.69629042683088,80,No
1406,Marketing,58,88513,3,39.19082553980684,80,No
1407,IT,38,65046,3,32.79227829748434,86,No
1408,Finance,52,69592,4,37.444881759286105,78,No
1409,Marketing,29,62463,6,47.102837480272306,67,No
1410,Finance,36,44301,3,41.79654123284111,73,No
1411,HR,52,58255,7,29.561200727867785,89,Yes
1412,HR,51,101461,3,39.14457862010688,83,No
1413,Marketing,41,53559,3,40.84029846648464,64,No
1414,Finance,33,46171,11,43.75283823303913,78,No
1415,IT,38,72119,2,38.12574339604771,63,No
1416,Marketing,51,68713,8,39.39975905024072,76,No
1417,HR,50,65150,10,45.163722788135544,87,Yes
1418,HR,40,70216,4,38.78374074393839,67,No
1419,Marketing,32,79663,5,36.356507597842466,73,No
1420,Finance,55,61192,5,44.17869815927738,63,No
1421,HR,28,72916,4,44.272118318558164,82,No
1422,Finance,55,85358,8,29.195884889017584,76,No
1423,HR,41,55070,11,41.29468323215024,67,Yes
1424,HR,59,35167,7,34.963121434346014,80,No
1425,Sales,45,80062,5,41.99955662375765,74,No
1426,HR,31,107544,7,44.762929944593495,81,Yes
1427,IT,53,69889,4,43.09622668191208,63,No
1428,Marketing,36,73028,5,43.58972337748811,71,No
1429,Marketing,58,65562,3,36.69820866985634,76,Yes
1430,Finance,41,93820,8,37.712122099314264,83,Yes
1431,HR,24,68833,2,42.96344091294738,63,No
1432,IT,58,67201,7,40.35467301190919,76,No
1433,Finance,29,83662,2,32.28282487236463,86,No
1434,Sales,44,62735,2,44.457081687056764,75,No
1435,Finance,32,50729,4,32.68296520644489,71,No
1436,Finance,29,83234,6,41.62381851655467,68,No
1437,HR,50,61126,6,41.03634359931889,68,Yes
1438,Sales,51,55368,4,45.90788707040461,77,No
1439,Finance,31,101500,8,38.821131156876035,51,No
1440,IT,49,67321,8,29.855185809604613,68,No
1441,IT,57,77413,9,40.71647112203555,80,No
1442,Marketing,34,70442,5,41.66301114581395,83,No
1443,Sales,53,56705,4,45.368121559248166,63,No
1444,Sales,57,80341,5,37.360476454235,67,No
1445,Marketing,58,74718,6,43.51597445134003,75,No
1446,Finance,47,60109,3,44.485168332672764,82,No
1447,Sales,43,76497,6,36.33922243826305,70,No
1448,IT,25,62285,9,41.585008245632416,73,No
1449,IT,52,53432,3,32.64014259420435,79,Yes
1450,HR,39,51914,6,42.820516142570995,61,No
1451,Sales,59,74050,3,41.11193429412983,94,No
1452,Finance,45,64259,5,33.806519195165194,75,No
1453,Marketing,44,92525,2,38.01532869782189,70,Yes
1454,Marketing,43,69355,5,45.42469768218452,88,Yes
1455,Finance,23,58221,2,40.99924190809515,76,No
1456,HR,52,72367,4,36.58601912702713,72,No
1457,Marketing,32,50585,3,36.161080843241834,79,No
1458,Sales,49,68738,6,45.01582390914182,75,Yes
1459,HR,53,74787,7,37.54480568129842,67,Yes
1460,Sales,26,72935,6,41.10307405114723,87,Yes
1461,IT,59,89541,4,37.9351288636805,57,No
1462,HR,31,108962,8,28.939005995475178,70,No
1463,Marketing,45,80070,4,36.733816448136324,97,No
1464,HR,56,87681,6,45.68982306048378,76,Yes
1465,HR,44,108151,6,50.719739071328476,55,Yes
1466,HR,38,54906,4,36.1331468021662,88,No
1467,HR,22,71959,6,41.6666273706226,71,No
1468,Sales,52,62830,5,51.64373268153594,62,No
1469,IT,52,82639,4,46.00476748419155,87,No
1470,Finance,55,74074,6,33.93866923208076,88,Yes
1471,HR,30,57723,6,38.67707317829605,92,Yes
1472,Marketing,43,70164,7,41.2884132869431,63,No
1473,HR,34,85703,6,46.3635630612383,73,No
1474,Marketing,46,50444,6,33.98375632884937,71,No
1475,Sales,39,58039,8,43.87108270909179,63,No
1476,Marketing,33,55790,6,43.51783318765236,81,Yes
1477,Finance,38,74895,7,38.480091762581566,88,Yes
1478,IT,36,88607,3,50.72073950003993,69,No
1479,Marketing,36,39853,2,35.44309694756791,76,No
1480,Marketing,36,71415,5,41.82048143868168,76,No
1481,IT,34,56136,9,40.99701174264831,88,Yes
1482,Finance,38,85081,3,41.880035002142414,75,No
1483,HR,53,66445,2,45.77739219252086,75,No
1484,Marketing,30,71960,5,33.28664287561669,85,Yes
1485,IT,41,69979,1,40.79261667715983,76,No
1486,Sales,47,86863,4,49.84766013806927,68,No
1487,IT,48,100729,6,43.991195504129294,61,No
1488,Sales,42,52980,4,36.69563852635501,67,No
1489,Finance,39,55711,5,35.99993454820554,77,No
1490,HR,34,74822,5,42.58887704348109,59,No
1491,IT,37,57753,1,37.55343510119857,78,No
1492,Marketing,30,84003,9,39.28591532741655,56,No
1493,Finance,33,86411,3,36.28270585136137,63,No
1494,IT,59,61801,2,50.3697849216461,82,No
1495,Marketing,40,58546,6,41.73227195747159,69,No
1496,IT,28,65878,5,40.26384824932014,77,No
1497,Sales,56,71560,3,31.83797131965046,74,No
1498,IT,39,74722,4,35.872424942865166,93,No
1499,IT,37,36207,5,39.69527123567968,76,No
1500,IT,25,55488,8,39.7012520616444,62,No
1501,Finance,46,63938,3,48.304457089246526,82,No
1502,IT,53,58045,6,40.618887494147245,62,No
1503,Marketing,34,27029,9,45.19149307725751,86,Yes
1504,Sales,38,41674,7,40.89649881478708,84,Yes
1505,Sales,58,50419,3,44.305032562249785,78,No
1506,IT,27,68270,4,31.660140586261235,84,No
1507,Finance,40,63456,4,33.7175080725634,89,No
1508,Finance,34,60526,11,44.61903710058596,74,No
1509,Marketing,47,81947,4,47.48270354115583,77,No
1510,IT,35,81942,5,31.46770722420264,77,No
1511,Sales,52,72248,7,40.060988817754804,66,No
1512,Finance,25,71801,13,32.50218391223361,68,No
1513,IT,29,57150,8,36.679155422349595,75,No
1514,Finance,46,58945,6,30.495780213143703,74,Yes
1515,Finance,34,44385,5,39.40780062534882,78,No
1516,Sales,53,66238,4,39.07756213644849,69,No
1517,HR,59,81786,3,39.01696600347083,57,No
1518,Marketing,59,90314,9,38.536726772879994,92,Yes
1519,Marketing,49,66328,7,43.17455450187747,58,Yes
1520,Sales,51,77375,9,48.57230407318653,84,Yes
1521,Finance,24,27160,6,33.956165173127,71,No
1522,IT,49,63506,7,35.79745854749075,77,No
1523,Finance,24,63154,4,40.64697424941804,82,No
1524,Sales,55,92367,6,38.659846610415386,69,Yes
1525,Marketing,37,75894,4,38.4168963047843,58,No
1526,Finance,43,77413,2,33.437845168828375,87,No
1527,Marketing,53,76634,4,37.72134640632386,83,No
1528,IT,59,70681,5,37.77140803371529,75,No
1529,Marketing,29,92985,3,41.09404479905497,84,No
1530,Marketing,29,35420,6,35.462690145954674,78,No
1531,HR,27,72193,2,44.461808217987986,74,No
